po_id,material_id,material_name,supplier_id,supplier_name,plant_id,plant_name,period_week,allocated_units,utilization_pct,lead_time_variance_days,geo_financial_risk,delay_probability_pct,risk_tier,status_label,recommended_action,split_sourcing_recommended
PO-SUP_001-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_001,Apex Precision Metals GmbH,PLANT_04,Tokyo Precision Facility,W06,351,2.7,0.8,3.2,28.9,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_001-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_001,Apex Precision Metals GmbH,PLANT_05,Chennai Industrial Complex,W06,445,3.4,0.8,3.2,27.5,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,290,3.2,0.6,3.1,21.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,517,5.7,0.6,3.1,32.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,317,3.5,0.6,3.1,23.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,623,6.9,0.6,3.1,12.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_008-W06,MAT_008,Marine Grade 5083-H116 Plate,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,792,8.8,0.6,3.1,26.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_001-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_001,Apex Precision Metals GmbH,PLANT_01,Detroit Advanced Assembly Hub,W06,706,5.5,0.8,3.2,14.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_001,Apex Precision Metals GmbH,PLANT_02,Munich Engineering Works,W06,1177,9.1,0.8,3.2,9.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_001,Apex Precision Metals GmbH,PLANT_03,Monterrey Global Production Hub,W06,1487,11.5,0.8,3.2,23.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_001,Apex Precision Metals GmbH,PLANT_04,Tokyo Precision Facility,W06,263,2.0,0.8,3.2,20.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_001,Apex Precision Metals GmbH,PLANT_05,Chennai Industrial Complex,W06,662,5.1,0.8,3.2,19.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,317,3.7,0.6,3.1,18.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,529,6.2,0.6,3.1,24.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,668,7.8,0.6,3.1,24.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,613,7.2,0.6,3.1,8.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_009-W06,MAT_009,Die-Cast Aluminum A380 Ingot,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,1544,18.1,0.6,3.1,26.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_001-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_001,Apex Precision Metals GmbH,PLANT_01,Detroit Advanced Assembly Hub,W06,1443,27.8,0.8,3.2,21.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_001,Apex Precision Metals GmbH,PLANT_02,Munich Engineering Works,W06,1125,21.7,0.8,3.2,10.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_001,Apex Precision Metals GmbH,PLANT_03,Monterrey Global Production Hub,W06,702,13.5,0.8,3.2,19.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_001,Apex Precision Metals GmbH,PLANT_04,Tokyo Precision Facility,W06,322,6.2,0.8,3.2,21.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_001-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_001,Apex Precision Metals GmbH,PLANT_05,Chennai Industrial Complex,W06,950,18.3,0.8,3.2,23.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,1003,8.4,0.6,3.1,20.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,781,6.6,0.6,3.1,22.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,487,4.1,0.6,3.1,18.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,410,3.5,0.6,3.1,6.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_010-W06,MAT_010,Alloy 2024-T3 Precision Sheet,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,1208,10.2,0.6,3.1,17.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W06,1366,12.3,1.4,1.4,3.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W06,680,6.1,1.4,1.4,5.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W06,783,7.0,1.4,1.4,3.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W06,901,8.1,1.4,1.4,9.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W06,930,8.4,1.4,1.4,10.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,873,12.2,1.8,1.8,10.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,434,6.1,1.8,1.8,10.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,501,7.0,1.8,1.8,9.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,1603,22.4,1.8,1.8,5.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_011-W06,MAT_011,Engineered Polyamide PA66-GF30 Resin,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,1653,23.1,1.8,1.8,9.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W06,742,5.8,1.4,1.4,3.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W06,399,3.1,1.4,1.4,6.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W06,432,3.4,1.4,1.4,3.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W06,198,1.5,1.4,1.4,7.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W06,336,2.6,1.4,1.4,9.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,454,5.4,1.8,1.8,9.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,244,2.9,1.8,1.8,9.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,265,3.2,1.8,1.8,9.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,422,5.1,1.8,1.8,3.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_012-W06,MAT_012,High-Density Polyethylene HDPE Copolymer,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,715,8.6,1.8,1.8,7.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W06,361,3.6,1.4,1.4,3.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W06,726,7.2,1.4,1.4,11.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W06,574,5.7,1.4,1.4,6.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W06,459,4.6,1.4,1.4,12.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W06,634,6.3,1.4,1.4,17.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,261,2.7,1.8,1.8,8.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,525,5.4,1.8,1.8,10.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,415,4.3,1.8,1.8,9.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,931,9.6,1.8,1.8,3.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W06,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,1288,13.3,1.8,1.8,8.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W06,419,6.2,1.4,1.4,4.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W06,1069,15.9,1.4,1.4,11.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W06,1328,19.7,1.4,1.4,6.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W06,591,8.8,1.4,1.4,15.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W06,716,10.6,1.4,1.4,17.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,343,4.0,1.8,1.8,9.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,874,10.3,1.8,1.8,15.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,1087,12.8,1.8,1.8,17.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,1007,11.8,1.8,1.8,5.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W06,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,1218,14.3,1.8,1.8,12.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W06,1281,12.2,1.4,1.4,4.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W06,488,4.6,1.4,1.4,5.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W06,983,9.3,1.4,1.4,4.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W06,259,2.5,1.4,1.4,7.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W06,425,4.0,1.4,1.4,9.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,575,10.4,1.8,1.8,11.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,219,4.0,1.8,1.8,10.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,442,8.0,1.8,1.8,11.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,527,9.6,1.8,1.8,4.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W06,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,863,15.7,1.8,1.8,9.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,1526,12.2,0.6,3.1,27.9,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,1374,11.0,0.6,3.1,30.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,1620,13.0,0.6,3.1,30.6,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,669,5.4,0.6,3.1,7.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,757,6.1,0.6,3.1,16.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,752,5.6,1.8,1.8,10.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,676,5.1,1.8,1.8,11.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,798,6.0,1.8,1.8,11.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,329,2.5,1.8,1.8,3.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W06,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,373,2.8,1.8,1.8,6.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,754,14.5,0.6,3.1,18.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,816,15.7,0.6,3.1,22.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,1193,22.9,0.6,3.1,23.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,906,17.4,0.6,3.1,7.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,1453,27.9,0.6,3.1,19.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W06,355,4.2,1.8,1.8,12.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W06,384,4.5,1.8,1.8,14.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W06,562,6.6,1.8,1.8,17.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W06,427,5.0,1.8,1.8,5.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W06,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W06,684,8.1,1.8,1.8,13.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W06,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W06,729,7.3,0.6,3.1,18.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W06,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W06,1216,12.1,0.6,3.1,25.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_018-W06,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W06,532,5.3,0.6,3.1,18.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W06,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W06,592,5.9,0.6,3.1,6.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W06,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W06,1167,11.6,0.6,3.1,17.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
