supplier_id,material_id,period_week,max_weekly_capacity_units
SUP_003,MAT_039,W03,6463
SUP_003,MAT_039,W04,6552
SUP_003,MAT_039,W05,7012
SUP_003,MAT_039,W06,7078
SUP_003,MAT_039,W07,6829
SUP_003,MAT_039,W08,6867
SUP_003,MAT_039,W09,6216
SUP_003,MAT_039,W10,6745
SUP_003,MAT_039,W11,6795
SUP_003,MAT_039,W12,6319
SUP_006,MAT_039,W01,11135
SUP_006,MAT_039,W02,10973
SUP_006,MAT_039,W03,10153
SUP_006,MAT_039,W04,10601
SUP_006,MAT_039,W05,11073
SUP_006,MAT_039,W06,11372
SUP_006,MAT_039,W07,10041
SUP_006,MAT_039,W08,10065
SUP_006,MAT_039,W09,11187
SUP_006,MAT_039,W10,10907
SUP_006,MAT_039,W11,10553
SUP_006,MAT_039,W12,11550
SUP_008,MAT_039,W01,10624
SUP_008,MAT_039,W02,9742
SUP_008,MAT_039,W03,10386
SUP_008,MAT_039,W04,9742
SUP_008,MAT_039,W05,10316
SUP_008,MAT_039,W06,10511
SUP_008,MAT_039,W07,9802
SUP_008,MAT_039,W08,10868
SUP_008,MAT_039,W09,9383
SUP_008,MAT_039,W10,10715
SUP_008,MAT_039,W11,10762
SUP_008,MAT_039,W12,9673
SUP_003,MAT_040,W01,12683
SUP_003,MAT_040,W02,13116
SUP_003,MAT_040,W03,13660
SUP_003,MAT_040,W04,13954
SUP_003,MAT_040,W05,13975
SUP_003,MAT_040,W06,12791
SUP_003,MAT_040,W07,13104
SUP_003,MAT_040,W08,12795
SUP_003,MAT_040,W09,13642
SUP_003,MAT_040,W10,12431
SUP_003,MAT_040,W11,14178
SUP_003,MAT_040,W12,12305
SUP_006,MAT_040,W01,11673
SUP_006,MAT_040,W02,10273
SUP_006,MAT_040,W03,11546
SUP_006,MAT_040,W04,11035
SUP_006,MAT_040,W05,10680
SUP_006,MAT_040,W06,11235
SUP_006,MAT_040,W07,11374
SUP_006,MAT_040,W08,11709
SUP_006,MAT_040,W09,11388
SUP_006,MAT_040,W10,10071
SUP_006,MAT_040,W11,10160
SUP_006,MAT_040,W12,10500
SUP_008,MAT_040,W01,6034
SUP_008,MAT_040,W02,6057
SUP_008,MAT_040,W03,5559
SUP_008,MAT_040,W04,5458
SUP_008,MAT_040,W05,5844
SUP_008,MAT_040,W06,5893
SUP_008,MAT_040,W07,5582
SUP_008,MAT_040,W08,5563
SUP_008,MAT_040,W09,5779
SUP_008,MAT_040,W10,5686
SUP_008,MAT_040,W11,5337
SUP_008,MAT_040,W12,5275
